fold,phase,population,row_type,model,master_seed,member,status,accepted,f1,fn,fp,negative,positive,precision,recall,rejected,rows,tn,tp,coverage,score_scope,support,log_loss,brier,roc_auc,average_precision,undefined_reasons,selected_threshold,selection_available,decision_unavailable_reason,probability_available,acceptance_available,selected_decision_metrics,details,correlation,mean_absolute_difference,reason,fit_id,requested_fit_id,reused,training_support,fit_contract_sha256,model_sha256,fit_seconds,iterations,member_score_note
2023Q2,inner,temporal,paired_sensitivity,sequential_0_minus_full,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.005874758990952955, ""delete_week_min"": 0.004699760893090353, ""delta"": 0.005169075158073595}, ""log_loss"": {""delete_week_max"": 0.014717766035996654, ""delete_week_min"": 0.011859272787562939, ""delta"": 0.013051933254333686}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,sequential_0_minus_uniform_0,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.0013603275752147007, ""delete_week_min"": -0.0005664437220900985, ""delta"": 0.0004701493419037376}, ""log_loss"": {""delete_week_max"": 0.00087801958798648, ""delete_week_min"": -0.004125002824117317, ""delta"": -0.001339726477541954}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,sequential_0_minus_weighted_constant,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.00651538478612607, ""delete_week_min"": 0.005180221729414936, ""delta"": 0.005921350191736898}, ""log_loss"": {""delete_week_max"": 0.016486150106914562, ""delete_week_min"": 0.013544185430608249, ""delta"": 0.015071700546778623}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,sequential_0_minus_weighted_logistic,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.00467822684134978, ""delete_week_min"": 0.0031218117949368884, ""delta"": 0.003885918679104903}, ""log_loss"": {""delete_week_max"": 0.010963066425504013, ""delete_week_min"": 0.007288812963719601, ""delta"": 0.009160149140429754}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,sequential_1_minus_full,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.002781988505898666, ""delete_week_min"": 0.0007626660169480878, ""delta"": 0.0019807083193900776}, ""log_loss"": {""delete_week_max"": 0.006741880816878424, ""delete_week_min"": 0.0014856883028822715, ""delta"": 0.004746763410865975}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,sequential_1_minus_uniform_1,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.0003254978958671783, ""delete_week_min"": -0.0018288592776579714, ""delta"": -0.0005814870274387205}, ""log_loss"": {""delete_week_max"": 0.00016036962602832526, ""delete_week_min"": -0.005505329665312052, ""delta"": -0.002199532485605187}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,sequential_1_minus_weighted_constant,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.003553224105235664, ""delete_week_min"": 0.0018532955395826763, ""delta"": 0.002732983353053379}, ""log_loss"": {""delete_week_max"": 0.008783590597479721, ""delete_week_min"": 0.004372710518767662, ""delta"": 0.00676653070331091}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,sequential_1_minus_weighted_logistic,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.00207131964799721, ""delete_week_min"": -0.0007805624631573686, ""delta"": 0.0006975518404213845}, ""log_loss"": {""delete_week_max"": 0.004539863997106059, ""delete_week_min"": -0.003180369785770719, ""delta"": 0.0008549792969620429}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,uniform_0_minus_full,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.005573443359058397, ""delete_week_min"": 0.00419856077883303, ""delta"": 0.004698925816169858}, ""log_loss"": {""delete_week_max"": 0.01682912868406929, ""delete_week_min"": 0.01265134939811983, ""delta"": 0.01439165973187564}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,uniform_0_minus_weighted_constant,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.006664072881692985, ""delete_week_min"": 0.004686454933986026, ""delta"": 0.005451200849833161}, ""log_loss"": {""delete_week_max"": 0.019716150899954685, ""delete_week_min"": 0.014599553563874792, ""delta"": 0.016411427024320576}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,uniform_0_minus_weighted_logistic,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.0040302148789529415, ""delete_week_min"": 0.002764570729478306, ""delta"": 0.0034157693372011654}, ""log_loss"": {""delete_week_max"": 0.012163070595416301, ""delete_week_min"": 0.008832916988588575, ""delta"": 0.010499875617971707}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,uniform_1_minus_full,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.0030442924689664855, ""delete_week_min"": 0.0021764907718852863, ""delta"": 0.002562195346828798}, ""log_loss"": {""delete_week_max"": 0.008259791151552858, ""delete_week_min"": 0.00578082859199767, ""delta"": 0.006946295896471159}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,uniform_1_minus_weighted_constant,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.0036821548172406484, ""delete_week_min"": 0.002749496900327405, ""delta"": 0.0033144703804921}, ""log_loss"": {""delete_week_max"": 0.009878040184079714, ""delete_week_min"": 0.0077161636355427415, ""delta"": 0.008966063188916094}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,paired_sensitivity,uniform_1_minus_weighted_logistic,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.0017863269136190053, ""delete_week_min"": 0.0005985416737318212, ""delta"": 0.0012790388678601055}, ""log_loss"": {""delete_week_max"": 0.004379494371077735, ""delete_week_min"": 0.0012103687681543306, ""delta"": 0.003054511782567226}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 7, ""positive"": 2, ""rows"": 9, ""week_start_epoch"": 1672012800}, {""negative"": 3872, ""positive"": 1764, ""rows"": 5636, ""week_start_epoch"": 1672617600}, {""negative"": 5437, ""positive"": 1679, ""rows"": 7116, ""week_start_epoch"": 1673222400}, {""negative"": 5256, ""positive"": 1861, ""rows"": 7117, ""week_start_epoch"": 1673827200}, {""negative"": 4619, ""positive"": 1562, ""rows"": 6181, ""week_start_epoch"": 1674432000}, {""negative"": 4369, ""positive"": 1933, ""rows"": 6302, ""week_start_epoch"": 1675036800}, {""negative"": 5160, ""positive"": 1945, ""rows"": 7105, ""week_start_epoch"": 1675641600}, {""negative"": 4719, ""positive"": 2055, ""rows"": 6774, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,temporal,member_diversity,sequential_0,0,0-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2863857772303637,0.11416192488414442,,,,,,,,,,
2023Q2,inner,temporal,member_diversity,sequential_0,0,0-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06675669016301033,0.1163029157845944,,,,,,,,,,
2023Q2,inner,temporal,member_diversity,sequential_0,0,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051646693767413085,0.11493351899426835,,,,,,,,,,
2023Q2,inner,temporal,member_diversity,sequential_1,1,0-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08390037578754625,0.10332310072274228,,,,,,,,,,
2023Q2,inner,temporal,member_diversity,sequential_1,1,0-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14791497703045794,0.08747424873710602,,,,,,,,,,
2023Q2,inner,temporal,member_diversity,sequential_1,1,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1448496449777541,0.09772341986934599,,,,,,,,,,
2023Q2,inner,temporal,member_diversity,uniform_0,0,0-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20389533415643157,0.13294196536779349,,,,,,,,,,
2023Q2,inner,temporal,member_diversity,uniform_0,0,0-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2314020778388839,0.11187717827093671,,,,,,,,,,
2023Q2,inner,temporal,member_diversity,uniform_0,0,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051914180595360654,0.12416259109590654,,,,,,,,,,
2023Q2,inner,temporal,member_diversity,uniform_1,1,0-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08282835167796436,0.09201259734036782,,,,,,,,,,
2023Q2,inner,temporal,member_diversity,uniform_1,1,0-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23055832435358425,0.12722596830805563,,,,,,,,,,
2023Q2,inner,temporal,member_diversity,uniform_1,1,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12599278584183202,0.1345074860733014,,,,,,,,,,
2023Q2,inner,temporal,fit_slot,full,,,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:full,,False,"{""negative"": 221830, ""positive"": 81786, ""rows"": 303616}",b0c406da19055bf387f6f857486e3968dec2044cf401f03fffdb382619dadcbd,e45033628161c2da9d3b0b7306f6d2a65ecf578d84da0a740095a2782363bd1f,0.327935,[19],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,inner,temporal,fit_slot,sequential_0,0,0,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:sequential_0:0,,False,"{""negative"": 372, ""positive"": 140, ""rows"": 512}",43ff49dcf4e9de2c8140082e2dd9a510b4d6da1adf140459cd1d3971c7cacb83,1174237f46501636c42fda33f8f421d8cf354cefb88440770d88ff868fd45e70,0.018922,[32],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,inner,temporal,fit_slot,sequential_0,0,1,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:sequential_0:1,,False,"{""negative"": 352, ""positive"": 160, ""rows"": 512}",07931c94efd6c9b1a8bd5ce026ff3a1755d2ce54965539c31fad18a4d2e11922,56f42544e68bb5163f0339f16a70650bce89f2a02e1e0173c2f55090ea68e537,0.021603,[30],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,inner,temporal,fit_slot,sequential_0,0,2,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:sequential_0:2,,False,"{""negative"": 366, ""positive"": 146, ""rows"": 512}",1eac4bc76ed058d407fc8b737e24ef2d798b724efc79967426d01a1e7bead8ea,010a7bae983799a49fa9beebfa1ea94481573b908e2cb0ee5fdfd88dba37d761,0.039805,[27],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,inner,temporal,fit_slot,sequential_1,1,0,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:sequential_1:0,,False,"{""negative"": 385, ""positive"": 127, ""rows"": 512}",62133fa9b33a8d770b1f28148d715537e96c4882ddbd2974e98d23db1d0bfd07,65651791e5deff7b38fcd8198b0577988665ea6363f8bc2177430904e2b4a28c,0.02012,[29],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,inner,temporal,fit_slot,sequential_1,1,1,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:sequential_1:1,,False,"{""negative"": 369, ""positive"": 143, ""rows"": 512}",7186c117aa88bd3052ec45f6a47ccaccbd5c795f2e8dad1ea0263237203e9d16,8b8c0586a46bea7d8ff557f874d9f17c8cd98d052af8f5e03cd5f90defc29c2f,0.019104,[27],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,inner,temporal,fit_slot,sequential_1,1,2,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:sequential_1:2,,False,"{""negative"": 369, ""positive"": 143, ""rows"": 512}",492ce186162d71ff3f11a51ace1e5f3c8c7e65f9b1b9aa8deaa87796cf1af7c9,b8a645860d0309bffcc9939c9138bbd13bd2b51c3a3582f5fe458b5f07ed2791,0.018591,[27],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,inner,temporal,fit_slot,uniform_0,0,0,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:uniform_0:0,,False,"{""negative"": 390, ""positive"": 122, ""rows"": 512}",f44cb082c10f25899968d08c2e139f29365afd077214a49122bd210967ea5bfe,79ed1b85246946f1143b8fb8c66b51f6a458cb340f9596182e07ab1711dabb90,0.019585,[35],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,inner,temporal,fit_slot,uniform_0,0,1,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:uniform_0:1,,False,"{""negative"": 393, ""positive"": 119, ""rows"": 512}",e9e95d71611d7b35a4b7799025f15a180eb5c87be92674ab382a2225b7d1f7d4,1d0a49d9e8c678537fce2e12e7b8be51419e402a0e7e2077827fb59842dfe98c,0.019322,[38],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,inner,temporal,fit_slot,uniform_0,0,2,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:uniform_0:2,,False,"{""negative"": 375, ""positive"": 137, ""rows"": 512}",17b38da250e741cbb66795305d1ff9235b91b09056cc45b3ad47d7e7342d0b18,1d241483ab0c40870f5338a303bc7b5b24611bab6b7f5951499b302d62784a31,0.020393,[31],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,inner,temporal,fit_slot,uniform_1,1,0,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:uniform_1:0,,False,"{""negative"": 384, ""positive"": 128, ""rows"": 512}",322e673576ed849f35188cf72fea312b0d7945dee2ce2bc26683943c1c163f35,e4c67bff61ba365dd3d203b040c0c3f90a2208a39f4b4e67c3e3f8bc2b707fac,0.025845,[27],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,inner,temporal,fit_slot,uniform_1,1,1,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:uniform_1:1,,False,"{""negative"": 373, ""positive"": 139, ""rows"": 512}",34256cd8bbdefa1000a788240710d6f66920d95aea5b45c89dad680f447d897f,ca903a22f06ccd5cb61359f364ea6147b2450a9be43461c2914aff6c9e8202b3,0.019466,[30],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,inner,temporal,fit_slot,uniform_1,1,2,succeeded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023Q2:inner:temporal:uniform_1:2,,False,"{""negative"": 384, ""positive"": 128, ""rows"": 512}",5c743e4ca16edf5ef7b3f4d970a3718edbc12387fd72cbd966a5381a2e46a38d,4188fe3f486136c61f56522a80cea4f793ed8667b4faab5b8aa4ee39910fc880,0.020022,[34],Individual member scores not recorded in frozen JSON; no new calculation from prediction payloads
2023Q2,refit,0.0005,primary,primary_unfiltered,,,available,0,,0,0,0,0,,,0,0,0,0,"{""all_outcomes"": {""causally_ineligible"": 41764, ""censored"": 13, ""no_primary_signal"": 23161, ""stop_loss"": 3}, ""causal_eligible"": 0, ""causal_reasons"": {"""": 16, ""insufficient_history"": 64925}, ""eligible_outcomes"": {}, ""metric_rows"": 0, ""openings"": 64941, ""primary_accepted"": 0, ""primary_event"": 1978, ""primary_reasons"": {""no_momentum"": 327, ""primary_history"": 22834, ""signal"": 41780}, ""primary_signals"": 41780}",,,,,,,,,,,,,,,,,,,,,,,,,,
